timestamps,TP9,AF7,AF8,TP10,Right AUX
1711204389.849,964.355,964.844,-864.746,964.844,0.000
1711204389.853,963.867,964.844,356.445,964.844,0.000
1711204389.857,964.355,965.332,-934.082,964.844,0.000
1711204389.861,964.355,964.844,-985.352,964.844,0.000
1711204389.865,964.355,964.844,156.738,964.844,0.000
1711204389.869,964.355,964.844,-877.441,964.844,0.000
1711204389.873,964.355,964.844,495.605,964.844,0.000
1711204389.877,964.355,965.332,-766.113,964.844,0.000
1711204389.880,964.355,965.332,-1000.000,964.844,0.000
1711204389.884,964.355,964.844,35.156,964.844,0.000
1711204389.888,964.355,964.844,-888.184,964.844,0.000
1711204389.892,964.355,964.844,591.797,964.844,0.000
1711204389.896,964.355,964.844,-669.922,964.844,0.000
1711204389.900,964.355,964.844,-1000.000,964.844,0.000
1711204389.904,963.867,964.844,-48.828,964.844,0.000
1711204389.908,964.355,964.844,-923.340,964.844,0.000
1711204389.912,964.355,964.844,731.445,964.844,0.000
1711204389.916,964.355,964.844,-449.219,964.844,0.000
1711204389.920,964.355,965.332,-1000.000,964.844,0.000
1711204389.923,964.355,964.844,-291.016,964.844,0.000
1711204389.927,964.355,964.844,978.027,964.844,0.000
1711204389.931,964.355,964.844,851.074,964.844,0.000
1711204389.935,964.355,964.844,-321.777,964.844,0.000
1711204389.939,964.355,964.844,-1000.000,964.844,0.000
1711204389.943,964.355,964.844,-370.117,964.844,0.000
1711204389.947,964.355,964.844,896.484,964.844,0.000
1711204389.951,964.355,964.844,-983.398,964.844,0.000
1711204389.955,964.355,964.844,-56.152,964.844,0.000
1711204389.959,964.355,965.332,-1000.000,964.844,0.000
1711204389.962,964.355,965.332,-457.031,964.844,0.000
1711204389.966,964.355,964.844,809.570,964.844,0.000
1711204389.970,964.355,964.844,-920.410,964.844,0.000
1711204389.974,964.355,964.844,104.980,964.844,0.000
1711204389.978,964.355,964.844,-1000.000,964.844,0.000
1711204389.982,964.355,964.844,-562.500,964.844,0.000
1711204389.986,963.867,964.844,707.031,964.844,0.000
1711204389.990,963.867,964.844,-876.465,964.844,0.000
1711204389.994,963.867,964.844,215.332,964.844,0.000
1711204389.998,964.355,965.332,-1000.000,964.844,0.000
1711204390.002,964.355,964.844,-857.422,964.844,0.000
1711204390.005,963.867,964.844,318.359,964.844,0.000
1711204390.009,964.355,964.844,-845.215,964.844,0.000
1711204390.013,964.355,964.844,272.461,964.844,0.000
1711204390.017,964.355,964.844,-990.723,964.844,0.000
1711204390.021,964.355,965.332,-1000.000,964.844,0.000
1711204390.025,964.355,964.844,97.656,964.844,0.000
1711204390.029,964.355,964.844,-839.355,964.844,0.000
1711204390.033,964.355,964.844,361.328,964.844,0.000
1711204390.037,964.355,965.332,-901.855,964.844,0.000
1711204390.041,964.355,964.844,-1000.000,964.844,0.000
1711204390.045,964.355,964.844,-114.746,964.844,0.000
1711204390.048,964.355,964.844,-857.910,964.844,0.000
1711204390.052,964.355,964.844,439.941,964.844,0.000
1711204390.056,964.355,965.332,-820.801,964.844,0.000
1711204390.060,964.355,965.332,-1000.000,964.844,0.000
1711204390.064,964.355,964.844,-340.820,964.844,0.000
1711204390.068,964.355,964.844,-954.102,964.844,0.000
1711204390.072,963.867,963.867,607.910,964.844,0.000
1711204390.076,964.355,966.797,-690.430,964.844,0.000
1711204390.080,964.355,959.473,-1000.000,965.332,0.000
1711204390.084,963.867,969.238,-484.375,964.844,0.000
1711204390.087,964.355,909.180,891.113,964.844,0.000
1711204390.091,964.355,-973.633,830.566,964.844,0.000
1711204390.095,963.867,789.551,-455.078,964.844,0.000
1711204390.099,963.867,-557.129,-1000.000,964.844,0.000
1711204390.103,963.867,-1000.000,-580.566,964.844,0.000
1711204390.107,964.355,-190.430,744.141,964.844,0.000
1711204390.111,964.355,-894.531,987.305,964.844,0.000
1711204390.115,964.355,720.215,-235.840,964.844,0.000
1711204390.119,964.355,-646.973,-1000.000,964.844,0.000
1711204390.123,964.355,-1000.000,-709.473,964.844,0.000
1711204390.127,964.355,-206.055,554.688,964.844,0.000
1711204390.130,964.355,-922.363,-893.066,964.844,0.000
1711204390.134,964.355,791.504,-58.105,964.844,0.000
1711204390.138,964.355,-541.504,-1000.000,964.844,0.000
1711204390.142,964.355,-1000.000,-915.039,964.844,0.000
1711204390.146,964.355,-317.383,242.188,964.844,0.000
1711204390.150,964.355,-936.035,-837.891,964.844,0.000
1711204390.154,964.355,725.586,40.527,964.844,0.000
1711204390.158,964.355,-650.391,-1000.000,964.844,0.000
1711204390.162,964.355,-1000.000,-972.656,964.844,0.000
1711204390.166,964.355,-458.496,111.816,964.844,0.000
1711204390.170,964.355,-999.512,-815.918,964.844,0.000
1711204390.173,963.867,746.094,215.820,964.844,0.000
1711204390.177,964.355,-666.992,-1000.000,964.844,0.000
1711204390.181,964.355,-1000.000,-1000.000,964.844,0.000
1711204390.185,964.355,-468.262,13.672,964.844,0.000
1711204390.189,964.355,896.484,-829.102,964.844,0.000
1711204390.193,964.355,-969.727,381.836,964.844,0.000
1711204390.197,964.355,-325.684,-900.391,964.844,0.000
1711204390.201,964.355,-1000.000,-1000.000,964.844,0.000
1711204390.205,964.355,-1000.000,-101.074,964.844,0.000
1711204390.209,964.355,-107.910,-862.305,965.332,0.000
1711204390.212,964.355,-815.430,539.062,964.844,0.000
1711204390.216,964.355,32.715,-740.723,964.844,0.000
1711204390.220,964.355,-1000.000,-1000.000,964.844,0.000
1711204390.224,964.355,-893.066,-223.145,964.844,0.000
1711204390.228,964.355,381.836,-934.082,964.844,0.000
1711204390.232,963.867,-781.738,754.883,964.844,0.000
1711204390.236,964.355,127.930,-501.465,965.332,0.000
1711204390.240,964.355,-1000.000,-1000.000,963.867,0.000
1711204390.244,964.355,-1000.000,-377.441,962.402,0.000
1711204390.248,964.355,-101.562,974.609,964.844,0.000
1711204390.252,964.355,-796.875,847.656,964.844,0.000
1711204390.255,964.355,153.320,-413.086,964.844,0.000
1711204390.259,964.355,-1000.000,-1000.000,965.332,0.000
1711204390.263,964.355,-1000.000,-510.254,979.492,0.000
1711204390.267,963.867,-171.875,793.457,906.250,0.000
1711204390.271,963.867,-859.863,-958.496,-970.703,0.000
1711204390.275,964.355,653.809,-114.258,785.645,0.000
1711204390.279,964.355,-710.938,-1000.000,-584.473,0.000
1711204390.283,964.355,-1000.000,-698.730,-1000.000,0.000
1711204390.287,964.355,-229.004,565.430,-115.234,0.000
1711204390.291,964.355,-840.332,-859.863,-814.941,0.000
1711204390.294,964.355,297.852,46.387,154.297,0.000
1711204390.298,964.355,-988.281,-1000.000,-1000.000,0.000
1711204390.302,963.867,-1000.000,-789.062,-1000.000,0.000
1711204390.306,964.844,-185.547,441.406,-971.680,0.000
1711204390.310,960.938,966.309,-828.613,-590.332,0.000
1711204390.314,962.891,-916.504,166.992,-838.867,0.000
1711204390.318,960.938,182.617,-1000.000,-1000.000,0.000
1711204390.322,913.574,-1000.000,-948.730,-967.773,0.000
1711204390.326,901.855,-204.590,199.707,-1000.000,0.000
1711204390.330,939.453,-994.141,-820.312,-1000.000,0.000
1711204390.334,962.402,-928.711,298.828,-1000.000,0.000
1711204390.337,964.355,128.418,-976.074,-1000.000,0.000
1711204390.341,963.867,-1000.000,-1000.000,-1000.000,0.000
1711204390.345,963.379,-214.355,29.297,-1000.000,0.000
1711204390.349,967.773,985.840,-842.285,-1000.000,0.000
1711204390.353,950.684,-921.387,456.055,-1000.000,0.000
1711204390.357,941.895,227.051,-835.449,-1000.000,0.000
1711204390.361,940.918,-1000.000,-1000.000,-1000.000,0.000
1711204390.365,910.645,-327.637,-92.773,-1000.000,0.000
1711204390.369,885.742,941.406,-889.648,-1000.000,0.000
1711204390.373,850.098,-942.871,669.922,-1000.000,0.000
1711204390.377,844.238,634.766,-593.262,-1000.000,0.000
1711204390.380,872.559,-933.594,-1000.000,-1000.000,0.000
1711204390.384,892.578,-697.266,-203.613,-1000.000,0.000
1711204390.388,833.984,785.156,-943.848,-1000.000,0.000
1711204390.392,849.609,-865.723,803.223,-1000.000,0.000
1711204390.396,862.793,390.137,-417.969,-1000.000,0.000
1711204390.400,775.391,-1000.000,-1000.000,-1000.000,0.000
1711204390.404,806.152,-799.805,-293.945,-1000.000,0.000
1711204390.408,757.812,599.609,972.168,-1000.000,0.000
1711204390.412,717.285,-855.469,989.746,-1000.000,0.000
1711204390.416,778.320,585.449,-127.441,-1000.000,0.000
1711204390.419,696.777,-776.855,-1000.000,-1000.000,0.000
1711204390.423,694.824,-1000.000,-272.461,-1000.000,0.000
1711204390.427,775.391,124.023,960.449,-1000.000,0.000
1711204390.431,761.230,-847.656,-949.707,-1000.000,0.000
1711204390.435,772.461,709.473,34.668,-1000.000,0.000
1711204390.439,770.020,-625.000,-1000.000,-1000.000,0.000
1711204390.443,796.875,-1000.000,-565.430,-1000.000,0.000
1711204390.447,774.902,-26.367,713.867,-1000.000,0.000
1711204390.451,758.789,-869.629,-864.746,-1000.000,0.000
1711204390.455,758.301,740.723,145.508,-1000.000,0.000
1711204390.459,714.844,-603.027,-1000.000,-1000.000,0.000
1711204390.462,763.184,-1000.000,-762.207,-1000.000,0.000
1711204390.466,748.535,-56.641,492.676,-1000.000,0.000
1711204390.470,719.238,-983.398,-832.031,-1000.000,0.000
1711204390.474,732.422,-964.844,228.027,-1000.000,0.000
1711204390.478,637.695,-41.992,-1000.000,-1000.000,0.000
1711204390.482,623.535,-1000.000,-913.086,-1000.000,0.000
1711204390.486,714.355,-174.316,268.555,-1000.000,0.000
1711204390.490,707.031,986.816,-832.520,-1000.000,0.000
1711204390.494,630.859,-920.410,376.465,-1000.000,0.000
1711204390.498,657.715,156.250,-921.387,-1000.000,0.000
1711204390.502,715.332,-1000.000,-1000.000,-1000.000,0.000
1711204390.505,718.262,-195.312,34.668,-1000.000,0.000
1711204390.509,711.426,995.605,-862.305,-1000.000,0.000
1711204390.513,665.527,-931.641,565.430,-1000.000,0.000
1711204390.517,637.695,233.398,-730.469,-1000.000,0.000
1711204390.521,717.773,-1000.000,-1000.000,-1000.000,0.000
1711204390.525,733.398,-492.676,-55.664,-1000.000,0.000
1711204390.529,677.734,866.699,-898.926,-1000.000,0.000
1711204390.533,615.723,-881.348,724.609,-1000.000,0.000
1711204390.537,602.051,295.898,-527.344,-1000.000,0.000
1711204390.541,702.637,-1000.000,-1000.000,-1000.000,0.000
1711204390.544,691.895,-574.219,-166.016,-1000.000,0.000
1711204390.548,635.254,822.754,-961.914,-1000.000,0.000
1711204390.552,614.746,-861.328,898.438,-1000.000,0.000
1711204390.556,640.625,310.059,-250.000,-1000.000,0.000
1711204390.560,675.293,-982.910,-1000.000,-1000.000,0.000
1711204390.564,709.473,-1000.000,-305.664,-1000.000,0.000
1711204390.568,693.848,149.414,970.215,-1000.000,0.000
1711204390.572,703.613,-786.621,989.746,-1000.000,0.000
1711204390.576,843.262,420.898,-112.305,-1000.000,0.000
1711204390.580,856.445,-932.617,-1000.000,-1000.000,0.000
1711204390.584,792.969,-1000.000,-439.941,-1000.000,0.000
1711204390.587,759.766,124.512,841.797,-1000.000,0.000
1711204390.591,690.430,-837.402,-899.902,-1000.000,0.000
1711204390.595,548.340,674.805,76.660,-1000.000,0.000
1711204390.599,489.746,-702.148,-1000.000,-1000.000,0.000
1711204390.603,529.297,-1000.000,-627.930,-1000.000,0.000
1711204390.607,510.254,148.926,659.180,-1000.000,0.000
1711204390.611,514.648,-884.277,-859.375,-1000.000,0.000
1711204390.615,510.742,836.426,125.977,-1000.000,0.000
1711204390.619,522.949,-409.668,-1000.000,-1000.000,0.000
1711204390.623,561.523,-1000.000,-786.133,-1000.000,0.000
1711204390.627,649.902,-170.898,451.172,-1000.000,0.000
1711204390.630,667.480,990.723,-828.125,-1000.000,0.000
1711204390.634,583.496,-945.801,264.160,-1000.000,0.000
1711204390.638,604.492,-38.086,-1000.000,-1000.000,0.000
1711204390.642,678.223,-1000.000,-952.637,-1000.000,0.000
1711204390.646,679.688,-172.363,220.703,-1000.000,0.000
1711204390.650,624.512,982.910,-836.914,-1000.000,0.000
1711204390.654,566.406,-919.434,425.781,-1000.000,0.000
1711204390.658,570.312,211.426,-890.137,-1000.000,0.000
1711204390.662,570.312,-1000.000,-1000.000,-1000.000,0.000
1711204390.666,491.211,-262.695,64.453,-1000.000,0.000
1711204390.669,524.414,979.492,-865.723,-1000.000,0.000
1711204390.673,532.227,-923.340,576.172,-1000.000,0.000
1711204390.677,532.227,223.145,-717.773,-1000.000,0.000
1711204390.681,559.570,-1000.000,-1000.000,-1000.000,0.000
1711204390.685,554.199,-498.047,-52.734,-1000.000,0.000
1711204390.689,594.727,869.141,-909.180,-1000.000,0.000
1711204390.693,592.773,-880.371,763.672,-1000.000,0.000
1711204390.697,535.156,224.121,-468.262,-1000.000,0.000
1711204390.701,530.273,-1000.000,-1000.000,-1000.000,0.000
1711204390.705,550.781,-523.926,-185.059,-1000.000,0.000
1711204390.709,604.980,852.539,-956.543,-1000.000,0.000
1711204390.712,604.980,-870.605,874.023,-1000.000,0.000
1711204390.716,552.246,236.816,-295.898,-1000.000,0.000
1711204390.720,620.117,-1000.000,-1000.000,-1000.000,0.000
1711204390.724,613.770,-961.914,-304.688,-1000.000,0.000
1711204390.728,456.055,307.129,965.332,-1000.000,0.000
1711204390.732,421.875,-796.387,-996.582,-1000.000,0.000
1711204390.736,421.387,440.430,-85.938,-1000.000,0.000
1711204390.740,409.180,-932.617,-1000.000,-1000.000,0.000
1711204390.744,433.105,-1000.000,-434.082,-1000.000,0.000
1711204390.748,367.188,237.305,856.934,-1000.000,0.000
1711204390.752,422.363,-860.840,-915.527,-1000.000,0.000
1711204390.755,468.750,756.348,40.527,-1000.000,0.000
1711204390.759,441.895,-520.996,-1000.000,-1000.000,0.000
1711204390.763,480.957,-1000.000,-653.809,-1000.000,0.000
1711204390.767,474.121,-153.809,624.023,-1000.000,0.000
1711204390.771,475.586,-937.988,-847.168,-1000.000,0.000
1711204390.775,461.426,886.719,149.902,-1000.000,0.000
1711204390.779,454.102,-405.273,-1000.000,-1000.000,0.000
1711204390.783,474.609,-1000.000,-818.359,-1000.000,0.000
1711204390.787,490.723,-163.574,407.227,-1000.000,0.000
1711204390.791,547.363,978.516,-824.219,-1000.000,0.000
1711204390.794,533.203,-927.734,267.578,-1000.000,0.000
1711204390.798,508.789,72.266,-1000.000,-1000.000,0.000
1711204390.802,471.680,-1000.000,-979.492,-1000.000,0.000
1711204390.806,483.398,-199.219,171.875,-1000.000,0.000
1711204390.810,491.211,-986.816,-831.055,-1000.000,0.000
1711204390.814,485.352,-949.219,395.020,-1000.000,0.000
1711204390.818,510.254,-9.766,-913.574,-1000.000,0.000
1711204390.822,448.730,-1000.000,-1000.000,-1000.000,0.000
1711204390.826,392.090,-261.719,21.484,-1000.000,0.000
1711204390.830,403.320,953.125,-859.863,-1000.000,0.000
